chunk_id,sentence_id,group,start,end,duration,transcript,question_mark,elipses,nwords,duration_seconds,words_per_second,word_present_maybe,word_present_sort_of,word_present_unsure,word_present_dont_know,word_present_confused,word_present_possibly,liwc_certitude,chunk_sum_turn_duration,chunk_mean_turn_duration,chunk_count_duration,chunk_median_turn_duration,chunk_sd_turn_duration,pd_chunk_sum_pitch,pd_chunk_mean_pitch,pd_chunk_median_pitch,pd_chunk_sd_pitch,pd_chunk_sum_loudness,pd_chunk_mean_loudness,pd_chunk_median_loudness,pd_chunk_sd_loudness
"(228,258]",11,orange,00:04:16,00:04:17,1,Yes.,FALSE,FALSE,1,1,0.863999999999972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,13.349990000000048,1.0269223076923113,13,0.7100070000000187,0.9514062496224844,186298.03383999996,62.09934461333327,0,111.5217443707767,678.789997390002,0.22626333246333333,0.20093070000000002,0.11676730215609903
"(228,258]",12,orange,00:04:17,00:04:19,2,It's for next class.,FALSE,FALSE,4,2,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,13.349990000000048,1.0269223076923113,13,0.7100070000000187,0.9514062496224844,186298.03383999996,62.09934461333327,0,111.5217443707767,678.789997390002,0.22626333246333333,0.20093070000000002,0.11676730215609903
"(258,288]",13,orange,00:04:19,00:04:21,2,"I know, I found out.",FALSE,FALSE,5,2,2.16000000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",14,orange,00:04:22,00:04:25,3,I'm so mad because we're not going to be here next class.,FALSE,FALSE,12,3,3.45599999999997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",15,orange,00:04:25,00:04:26,1,"Yeah, we are.",FALSE,FALSE,3,1,2.59200000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",16,orange,00:04:27,00:04:28,1,It's okay.,FALSE,FALSE,2,1,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",17,orange,00:04:28,00:04:30,2,It ain't going to nothing.,FALSE,FALSE,5,2,2.15999999999997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",18,orange,00:04:30,00:04:32,2,It took two hours.,FALSE,FALSE,4,2,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",19,orange,00:04:32,00:04:33,1,Did it really?,TRUE,FALSE,3,1,2.59200000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.33,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",20,orange,00:04:33,00:04:36,3,The first part's 50 minutes.,FALSE,FALSE,5,3,1.43999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",21,orange,00:04:36,00:04:37,1,The second part's 60 seconds.,FALSE,FALSE,5,1,4.32000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",22,orange,00:04:37,00:04:39,2,"Wait, so you actually have to read it?",TRUE,FALSE,8,2,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.5,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",23,orange,00:04:39,00:04:40,1,It's a listening test.,FALSE,FALSE,4,1,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",24,orange,00:04:40,00:04:41,1,Told you.,FALSE,FALSE,2,1,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",25,orange,00:04:41,00:04:43,2,But is this a last minute test?,TRUE,FALSE,7,2,3.02399999999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",26,orange,00:04:43,00:04:44,1,Or...,FALSE,TRUE,1,1,0.864000000000005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",27,orange,00:04:44,00:04:46,2,I thought it was going to take like 15 minutes.,FALSE,FALSE,10,2,4.32000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",28,orange,00:04:46,00:04:48,2,It took two hours.,FALSE,FALSE,4,2,1.72799999999997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(258,288]",29,orange,00:04:48,00:04:49,1,"Oh my god, okay.",FALSE,FALSE,4,1,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17.89001600000006,1.0523538823529446,17,0.5500180000000228,1.65445929630798,287135.3093599999,95.71176978666651,0,118.60736848508084,753.9115426699989,0.2513038475566667,0.2285388,0.11850610473525518
"(288,318]",30,orange,00:04:49,00:04:51,2,You know what I'm doing.,FALSE,FALSE,5,2,2.16000000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",31,orange,00:04:51,00:04:52,1,I think you're really interesting.,FALSE,FALSE,5,1,4.32000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",32,orange,00:04:52,00:04:53,1,It is?,TRUE,FALSE,2,1,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",33,orange,00:04:53,00:04:54,1,It's about South Side School.,FALSE,FALSE,5,1,4.32000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",34,orange,00:04:54,00:04:55,1,It has a high school.,FALSE,FALSE,5,1,4.31999999999986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",35,orange,00:04:55,00:04:56,1,It's a math class.,FALSE,FALSE,4,1,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",36,orange,00:04:56,00:04:57,1,It's Athena.,FALSE,FALSE,2,1,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",37,orange,00:04:57,00:04:59,2,Is it VR America?,TRUE,FALSE,4,2,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",38,orange,00:05:00,00:05:01,1,It is.,FALSE,FALSE,2,1,1.72799999999994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",39,orange,00:05:01,00:05:02,1,I love that book.,FALSE,FALSE,4,1,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",40,orange,00:05:02,00:05:03,1,Oh my god.,FALSE,FALSE,3,1,2.59200000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",41,orange,00:05:03,00:05:04,1,Have you read it?,TRUE,FALSE,4,1,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",42,orange,00:05:04,00:05:05,1,Yeah.,FALSE,FALSE,1,1,0.864000000000005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",43,orange,00:05:07,00:05:08,1,It's crazy.,FALSE,FALSE,2,1,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",44,orange,00:05:08,00:05:09,1,It's amazing.,FALSE,FALSE,2,1,1.72800000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",45,orange,00:05:09,00:05:10,1,You have to...,FALSE,TRUE,3,1,2.59200000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",46,orange,00:05:10,00:05:12,2,Are you taking American Lit?,TRUE,FALSE,5,2,2.16000000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",47,orange,00:05:12,00:05:13,1,"I mean, no.",FALSE,FALSE,3,1,2.59199999999991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",48,orange,00:05:13,00:05:14,1,You took that already.,FALSE,FALSE,4,1,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",49,orange,00:05:14,00:05:16,2,The other class was Ms. Flanagan.,FALSE,FALSE,6,2,2.59200000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",50,orange,00:05:16,00:05:17,1,Excellent.,FALSE,FALSE,1,1,0.864000000000005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(288,318]",51,orange,00:05:18,00:05:20,2,"Yeah, they're doing that...",FALSE,TRUE,4,2,1.72799999999997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.85006799999985,1.1027815555555474,18,0.610000499999984,1.192520694476299,375262.2628100001,125.08742093666667,92.30838499999999,129.57177904329075,671.5254262999997,0.22384180876666668,0.20422875000000001,0.1026659878903782
"(318,348]",52,orange,00:05:20,00:05:22,2,I think they read that book at some point.,FALSE,FALSE,9,2,3.88800000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",53,orange,00:05:22,00:05:24,2,It's so good.,FALSE,FALSE,3,2,1.296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",54,orange,00:05:24,00:05:26,2,It's life changing.,FALSE,FALSE,3,2,1.29599999999998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",55,orange,00:05:28,00:05:30,2,You'll never see Chicago the same way again.,FALSE,FALSE,8,2,3.45600000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",56,orange,00:05:30,00:05:32,2,It's so sad.,FALSE,FALSE,3,2,1.29599999999998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",57,orange,00:05:34,00:05:36,2,There's so many feels in that book.,FALSE,FALSE,7,2,3.02400000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",58,orange,00:05:38,00:05:39,1,Thank you.,FALSE,FALSE,2,1,1.72799999999994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",59,orange,00:05:41,00:05:42,1,Thank you so much.,FALSE,FALSE,4,1,3.4559999999998894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(318,348]",60,orange,00:05:42,00:05:43,1,Thank you.,FALSE,FALSE,2,1,1.72800000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18.23004099999997,1.1393775624999982,16,0.9100035000000162,1.1265322579595556,231516.85184999992,77.17228395000006,0,111.02639070070276,667.0641049000003,0.22235470163333332,0.2002,0.10979446850300308
"(348,378]",61,orange,00:05:50,00:05:52,2,Did we have homework for this class?,TRUE,FALSE,7,2,3.02400000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",62,orange,00:05:52,00:05:53,1,I thought we did.,FALSE,FALSE,4,1,3.4559999999998894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",63,orange,00:05:53,00:05:54,1,We don't.,FALSE,FALSE,2,1,1.72799999999994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",64,orange,00:05:54,00:05:56,2,So I don't know what I did.,FALSE,FALSE,7,2,3.02400000000001,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",65,orange,00:05:56,00:05:57,1,What?,TRUE,FALSE,1,1,0.864000000000037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",66,orange,00:05:57,00:05:59,2,I probably did no homework.,FALSE,FALSE,5,2,2.16000000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",67,orange,00:06:03,00:06:05,2,"By the way, when do you want to start tutoring me in bio?",TRUE,FALSE,13,2,5.61600000000003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",68,orange,00:06:05,00:06:07,2,Because I'm failing.,FALSE,FALSE,3,2,1.296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",69,orange,00:06:07,00:06:08,1,"Oh, I can do that.",FALSE,FALSE,5,1,4.31999999999986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",70,orange,00:06:08,00:06:11,3,I am legit failing.,FALSE,FALSE,4,3,1.15200000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",71,orange,00:06:12,00:06:14,2,"Whenever, actually.",FALSE,FALSE,2,2,0.864000000000005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
"(348,378]",72,orange,00:06:17,00:06:21,4,I don't think Ms. Valesky hates me because I do bad in her class.,FALSE,FALSE,14,4,3.02400000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20.629973000000007,1.1461096111111115,18,0.7600099999999941,1.026715644549234,241547.06263999979,80.51568754666634,0,103.83922982742389,619.8017188900034,0.20660057296333334,0.1848863,0.10859873097499274
