"","chunk_id","sentence_id","group","start","end","duration","transcript","question_mark","elipses","nwords","duration_seconds","words_per_second","word_present_maybe","word_present_sort_of","word_present_unsure","word_present_dont_know","word_present_confused","word_present_possibly","liwc_certitude","chunk_sum_turn_duration","chunk_mean_turn_duration","chunk_count_duration","chunk_median_turn_duration","chunk_sd_turn_duration","pd_chunk_sum_pitch","pd_chunk_mean_pitch","pd_chunk_median_pitch","pd_chunk_sd_pitch","pd_chunk_sum_loudness","pd_chunk_mean_loudness","pd_chunk_median_loudness","pd_chunk_sd_loudness"
"205","(678,708]",205,"orange","00:11:33","00:11:36",3,"If you want to go to cubby walk, they're going to feed you and then take you.",FALSE,FALSE,17,3,4.89599999999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"206","(678,708]",206,"orange","00:11:36","00:11:38",2,"And you can warm.",FALSE,FALSE,4,2,1.72799999999994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"207","(678,708]",207,"orange","00:11:38","00:11:40",2,"So they're not going to make us clean and do it again?",TRUE,FALSE,12,2,5.18400000000022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"208","(678,708]",208,"orange","00:11:40","00:11:41",1,"No.",FALSE,FALSE,1,1,0.863999999999908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"209","(678,708]",209,"orange","00:11:41","00:11:42",1,"Ever?",TRUE,FALSE,1,1,0.864000000000037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"210","(678,708]",210,"orange","00:11:42","00:11:43",1,"We're not cleaning.",FALSE,FALSE,3,1,2.59200000000011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"211","(678,708]",211,"orange","00:11:43","00:11:44",1,"Ever?",TRUE,FALSE,1,1,0.864000000000037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"212","(678,708]",212,"orange","00:11:44","00:11:45",1,"This week.",FALSE,FALSE,2,1,1.72799999999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"213","(678,708]",213,"orange","00:11:45","00:11:47",2,"I don't know, maybe you have to clean some other day.",FALSE,FALSE,11,2,4.7520000000002,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"214","(678,708]",214,"orange","00:11:47","00:11:48",1,"Not.",FALSE,FALSE,1,1,0.863999999999908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"215","(678,708]",215,"orange","00:11:48","00:11:49",1,"We're going to school that day.",FALSE,FALSE,6,1,5.18400000000022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0399770000001,8.34665900000005,3,11.4299920000001,5.54962515461693,314663.74308,104.88791436,71.825215,112.880926747493,463.759817290001,0.154586605763333,0.1385014,0.0827311493156337
"1146","(3.71e+03,3.74e+03]",1146,"orange","01:01:56","01:01:57",1,"I have all of this.",FALSE,FALSE,5,1,4.32000000000018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1147","(3.71e+03,3.74e+03]",1147,"orange","01:01:59","01:02:00",1,"Do you like coding?",TRUE,FALSE,4,1,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1148","(3.71e+03,3.74e+03]",1148,"orange","01:02:01","01:02:03",2,"I hate coding, but I know about it.",FALSE,FALSE,8,2,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1149","(3.71e+03,3.74e+03]",1149,"orange","01:02:04","01:02:05",1,"All right, lookit.",FALSE,FALSE,3,1,2.59200000000011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1150","(3.71e+03,3.74e+03]",1150,"orange","01:02:06","01:02:12",6,"We can find the circumference of a circle by adding this plus this plus this plus this plus this plus this plus this.",FALSE,FALSE,23,6,3.31199999999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1151","(3.71e+03,3.74e+03]",1151,"orange","01:02:12","01:02:14",2,"And then we can see that it's 3.14 divided by 6.",FALSE,FALSE,11,2,4.7520000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1152","(3.71e+03,3.74e+03]",1152,"orange","01:02:15","01:02:16",1,"Each one.",FALSE,FALSE,2,1,1.72800000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"1153","(3.71e+03,3.74e+03]",1153,"orange","01:02:18","01:02:19",1,"Well, actually all the lengths are given to you.",FALSE,FALSE,9,1,7.77600000000033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.11,26.1501450000001,6.53753625000002,4,6.39501900000005,6.3068636957327,243789.52505,81.2631750166667,0,97.3083271826765,523.85639207,0.174618797356667,0.14765075,0.107001957315418
"2046","(6.14e+03,6.17e+03]",2046,"orange","01:42:20","01:42:21",1,"That's exactly what I get.",FALSE,FALSE,5,1,4.32000000000277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2047","(6.14e+03,6.17e+03]",2047,"orange","01:42:21","01:42:22",1,"It's sort of...",FALSE,TRUE,3,1,2.59199999999855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2048","(6.14e+03,6.17e+03]",2048,"orange","01:42:22","01:42:24",2,"Especially the chemistry section.",FALSE,FALSE,4,2,1.72800000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2049","(6.14e+03,6.17e+03]",2049,"orange","01:42:24","01:42:25",1,"It's sort of just...",FALSE,TRUE,4,1,3.45599999999807,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2050","(6.14e+03,6.17e+03]",2050,"orange","01:42:25","01:42:28",3,"It's just like, here's trends.",FALSE,FALSE,5,3,1.44000000000035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2051","(6.14e+03,6.17e+03]",2051,"orange","01:42:28","01:42:30",2,"What do you see?",TRUE,FALSE,4,2,1.72800000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2052","(6.14e+03,6.17e+03]",2052,"orange","01:42:30","01:42:31",1,"Extrapolate.",FALSE,FALSE,1,1,0.863999999999519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2053","(6.14e+03,6.17e+03]",2053,"orange","01:42:32","01:42:35",3,"But, like, the experiment questions and the chemistry questions.",FALSE,FALSE,9,3,2.59199999999959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2054","(6.14e+03,6.17e+03]",2054,"orange","01:42:35","01:42:36",1,"Way more than chemistry.",FALSE,FALSE,4,1,3.45600000000222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2055","(6.14e+03,6.17e+03]",2055,"orange","01:42:36","01:42:38",2,"Oh my god, I cannot.",FALSE,FALSE,5,2,2.15999999999879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2056","(6.14e+03,6.17e+03]",2056,"orange","01:42:38","01:42:39",1,"I can't.",FALSE,FALSE,2,1,1.72800000000111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2057","(6.14e+03,6.17e+03]",2057,"orange","01:42:39","01:42:41",2,"I can't do chem, because when I look at it,",FALSE,FALSE,10,2,4.32000000000018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2058","(6.14e+03,6.17e+03]",2058,"orange","01:42:42","01:42:44",2,"it's like all I see is these random words.",FALSE,FALSE,9,2,3.88800000000016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2059","(6.14e+03,6.17e+03]",2059,"orange","01:42:44","01:42:46",2,"These four letters.",FALSE,FALSE,3,2,1.29600000000005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2060","(6.14e+03,6.17e+03]",2060,"orange","01:42:46","01:42:47",1,"I don't know.",FALSE,FALSE,3,1,2.59200000000166,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"2061","(6.14e+03,6.17e+03]",2061,"orange","01:42:47","01:42:49",2,"I hate sitting down doing tests.",FALSE,FALSE,6,2,2.59200000000011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,31.0302730000012,5.17171216666687,6,5.125,2.68666589359442,216355.98902,72.1186630066668,34.711185,85.7936395481959,690.87906712,0.230293022373333,0.20143375,0.128222316748726
"1179","(3.8e+03,3.83e+03]",1179,"orange","01:03:19","01:03:20",1,"I've given up completely.",FALSE,FALSE,4,1,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1180","(3.8e+03,3.83e+03]",1180,"orange","01:03:22","01:03:24",2,"Wait, what is pi supposed to look like?",TRUE,FALSE,8,2,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1181","(3.8e+03,3.83e+03]",1181,"orange","01:03:25","01:03:26",1,"I don't know.",FALSE,FALSE,3,1,2.59200000000011,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1182","(3.8e+03,3.83e+03]",1182,"orange","01:03:27","01:03:28",1,"Squiggles and two vertical lines.",FALSE,FALSE,5,1,4.32000000000018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1183","(3.8e+03,3.83e+03]",1183,"orange","01:03:32","01:03:33",1,"Like that.",FALSE,FALSE,2,1,1.72800000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1184","(3.8e+03,3.83e+03]",1184,"orange","01:03:33","01:03:34",1,"It's not a tilde.",FALSE,FALSE,4,1,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1185","(3.8e+03,3.83e+03]",1185,"orange","01:03:35","01:03:39",4,"The paper is down to the left, but I don't have a lot of journals, so I don't know.",FALSE,FALSE,19,4,4.10400000000017,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1186","(3.8e+03,3.83e+03]",1186,"orange","01:03:41","01:03:43",2,"Maybe I can get a freshman to do it for me during lunch.",FALSE,FALSE,13,2,5.61599999999856,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1187","(3.8e+03,3.83e+03]",1187,"orange","01:03:44","01:03:47",3,"Just ask them, like, can you write pi on this paper for me, please?",TRUE,FALSE,14,3,4.03200000000017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"1188","(3.8e+03,3.83e+03]",1188,"orange","01:03:48","01:03:50",2,"Oh, no, no, no. I was talking about, like, go to the gas station.",FALSE,FALSE,14,2,6.04800000000026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30.5200199999999,4.36000285714285,7,3.02001999999993,4.69112511555092,146606.56695,48.8688556500002,0,75.3021050442667,547.7101838,0.182570061266667,0.1618276,0.0978420975739765
"335","(978,1.01e+03]",335,"orange","00:16:20","00:16:21",1,"What?",TRUE,FALSE,1,1,0.864000000000037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"336","(978,1.01e+03]",336,"orange","00:16:21","00:16:23",2,"All you have to do is add to the period and subtract from the half period.",FALSE,FALSE,16,2,6.9120000000003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"337","(978,1.01e+03]",337,"orange","00:16:23","00:16:25",2,"Because as you-",FALSE,FALSE,3,2,1.29599999999995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"338","(978,1.01e+03]",338,"orange","00:16:25","00:16:30",5,"Look, let's assume that it's about here.",FALSE,FALSE,7,5,1.20960000000001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"339","(978,1.01e+03]",339,"orange","00:16:30","00:16:33",3,"Okay, because that's negative 15?",TRUE,FALSE,5,3,1.43999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"340","(978,1.01e+03]",340,"orange","00:16:33","00:16:36",3,"Yes, because the scaling on this graph is throwing me off so much.",FALSE,FALSE,13,3,3.74399999999997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"341","(978,1.01e+03]",341,"orange","00:16:36","00:16:37",1,"Anyway-",FALSE,FALSE,1,1,0.864000000000037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"342","(978,1.01e+03]",342,"orange","00:16:37","00:16:39",2,"It's like summer just walked in.",FALSE,FALSE,6,2,2.59199999999991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"343","(978,1.01e+03]",343,"orange","00:16:40","00:16:44",4,"As you see, there's going to be 1, 2, 3, 4 points.",FALSE,FALSE,12,4,2.59199999999991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"344","(978,1.01e+03]",344,"orange","00:16:44","00:16:47",3,"If you're going through across here.",FALSE,FALSE,6,3,1.72800000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"345","(978,1.01e+03]",345,"orange","00:16:47","00:16:52",5,"So about here is the point that you found.",FALSE,FALSE,9,5,1.55519999999997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25.0001220000001,2.77779133333335,9,2.90002500000003,1.76386873451638,148334.82445,49.4449414833335,0,75.078444829112,585.655276239999,0.195218425413333,0.14911465,0.139921286737904
"370","(1.1e+03,1.13e+03]",370,"orange","00:18:20","00:18:24",4,"So you could at least get that one by adding the period.",FALSE,FALSE,12,4,2.59199999999991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.330078,3.29125974999999,8,2.88500950000002,2.19565429066171,232215.24043,77.4050801433334,56.97675,82.8908622061458,537.492819859999,0.179164273286667,0.1385753,0.13554477451749
"371","(1.1e+03,1.13e+03]",371,"orange","00:18:24","00:18:27",3,"And we just have to figure out how to get the other two.",FALSE,FALSE,13,3,3.74400000000016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.330078,3.29125974999999,8,2.88500950000002,2.19565429066171,232215.24043,77.4050801433334,56.97675,82.8908622061458,537.492819859999,0.179164273286667,0.1385753,0.13554477451749
"372","(1.1e+03,1.13e+03]",372,"orange","00:18:27","00:18:28",1,"But if you add-",FALSE,FALSE,4,1,3.45599999999963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.330078,3.29125974999999,8,2.88500950000002,2.19565429066171,232215.24043,77.4050801433334,56.97675,82.8908622061458,537.492819859999,0.179164273286667,0.1385753,0.13554477451749
"373","(1.1e+03,1.13e+03]",373,"orange","00:18:28","00:18:30",2,"How would you solve for that now, though?",TRUE,FALSE,8,2,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26.330078,3.29125974999999,8,2.88500950000002,2.19565429066171,232215.24043,77.4050801433334,56.97675,82.8908622061458,537.492819859999,0.179164273286667,0.1385753,0.13554477451749
